City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Buenos Aires,AR,2022-05-07 18:14:56,-34.6132,-58.3772,75.99,57,20,8.43
295,Shenzhen,CN,2022-05-07 18:14:44,22.5455,114.0683,77.27,86,97,1.25
296,Kajaani,FI,2022-05-07 18:16:48,64.2273,27.7285,41.05,93,20,6.91
297,Thompson,CA,2022-05-07 18:15:23,55.7435,-97.8558,64.56,55,40,10.36
298,Dudinka,RU,2022-05-07 18:16:48,69.4058,86.1778,11.62,96,38,12.68
299,Nisia Floresta,BR,2022-05-07 18:16:49,-6.0911,-35.2086,83.21,84,97,10.33
300,Ostroh,UA,2022-05-07 18:16:49,50.3294,26.5143,54.84,76,75,4.05
301,West Wendover,US,2022-05-07 18:16:50,40.7391,-114.0733,63.61,19,0,19.57
302,Harrogate,GB,2022-05-07 18:16:50,53.9908,-1.5373,56.3,67,20,6.91
303,Laguna,US,2022-05-07 18:16:50,38.421,-121.4238,69.06,47,0,5.75
304,Urbana,US,2022-05-07 18:16:51,40.1106,-88.2073,66.51,58,0,17.27
305,Kasongo-Lunda,CD,2022-05-07 18:16:51,-6.4667,16.8167,76.01,78,100,0.6
306,Touros,BR,2022-05-07 18:16:52,-5.1989,-35.4608,77.54,86,98,14.52
307,Inta,RU,2022-05-07 18:16:52,66.0317,60.1659,35.55,99,100,9.66
308,Bowen,AU,2022-05-07 18:16:52,-20.0167,148.2333,75.33,87,96,13.82
309,Hofn,IS,2022-05-07 18:16:53,64.2539,-15.2082,43.97,74,54,14.88
310,Colares,PT,2022-05-07 18:16:53,38.7992,-9.4469,74.88,43,0,12.66
311,The Valley,AI,2022-05-07 18:17:54,18.217,-63.0578,84.06,65,40,16.11
312,Wanaka,NZ,2022-05-07 18:17:54,-44.7,169.15,54.18,94,97,7.16
313,Birecik,TR,2022-05-07 18:17:55,37.0294,37.9903,61.81,62,47,11.05
314,Klaksvik,FO,2022-05-07 18:17:55,62.2266,-6.589,47.32,67,98,3.42
315,Lisieux,FR,2022-05-07 18:17:56,49.1667,0.1667,59.32,90,80,7.38
316,Magdalena,PH,2022-05-07 18:17:56,14.1999,121.429,82.35,88,11,6.33
317,Don Sak,TH,2022-05-07 18:17:56,9.3168,99.6918,81.34,82,99,11.36
318,Baykit,RU,2022-05-07 18:17:57,61.67,96.37,29.1,88,97,11.83
319,Alyangula,AU,2022-05-07 18:17:57,-13.8483,136.4192,80.78,66,83,15.84
320,Fare,PF,2022-05-07 18:17:58,-16.7,-151.0167,80.83,77,2,6.96
321,Horadiz,AZ,2022-05-07 18:17:58,39.4488,47.3353,56.17,86,94,5.88
322,Palau,PW,2022-05-07 18:17:59,7.503,134.621,76.96,94,75,6.91
323,Dalby,AU,2022-05-07 18:17:59,-27.1833,151.2667,50.99,96,76,5.93
324,Myitkyina,MM,2022-05-07 18:18:00,25.3833,97.4,76.64,59,22,1.34
325,Ayagoz,KZ,2022-05-07 18:18:00,47.9714,80.4392,45.5,71,44,19.13
326,Moree,AU,2022-05-07 18:18:00,-29.4667,149.85,46.42,81,98,4.61
327,Bam,IR,2022-05-07 18:18:01,29.106,58.357,84.25,22,59,7.7
328,Edd,ER,2022-05-07 18:18:01,13.9297,41.6925,83.64,83,96,10.02
329,Lompoc,US,2022-05-07 18:14:31,34.6391,-120.4579,69.62,70,0,23.02
330,Cayenne,GF,2022-05-07 18:13:31,4.9333,-52.3333,82.44,1,75,6.91
331,Linxia,CN,2022-05-07 18:18:02,35.6003,103.2064,60.08,40,100,7.27
332,General Cepeda,MX,2022-05-07 18:18:02,25.3833,-101.45,94.06,16,0,8.05
333,Ixtapa,MX,2022-05-07 18:18:03,20.7,-105.2,79.83,65,0,11.5
334,Dehui,CN,2022-05-07 18:18:03,44.5333,125.7,51.78,26,13,15.39
335,Venado Tuerto,AR,2022-05-07 18:18:04,-33.7456,-61.9688,72.77,37,0,14.79
336,Snezhnogorsk,RU,2022-05-07 18:18:04,69.1933,33.2531,46.18,65,100,24.7
337,Tanete,ID,2022-05-07 18:18:05,-3.9443,119.7848,75.31,95,78,1.79
338,Abeche,TD,2022-05-07 18:18:05,13.8292,20.8324,92.12,10,24,6.76
339,Jaque,PA,2022-05-07 18:18:06,7.5175,-78.1703,83.68,75,59,8.57
340,Bogashevo,RU,2022-05-07 18:18:06,56.3683,85.1447,31.98,51,20,7.0
341,Springdale,US,2022-05-07 18:16:22,36.1867,-94.1288,74.57,66,0,8.05
342,Lazaro Cardenas,MX,2022-05-07 18:18:07,17.9583,-102.2,84.58,55,79,10.27
343,Pinega,RU,2022-05-07 18:18:07,64.7001,43.3936,45.27,89,67,9.15
344,Marang,MY,2022-05-07 18:18:08,5.2056,103.2059,80.51,89,97,9.31
345,Muhos,FI,2022-05-07 18:18:08,64.808,25.9931,40.78,72,93,8.28
346,Lazarev,RU,2022-05-07 18:18:09,52.225,141.5131,28.92,97,92,6.26
347,Agirish,RU,2022-05-07 18:18:09,61.9247,63.0231,34.63,98,96,4.59
348,Opunake,NZ,2022-05-07 18:18:10,-39.4556,173.8583,57.85,84,88,11.39
349,Sinnamary,GF,2022-05-07 18:18:10,5.3833,-52.95,81.19,83,53,10.4
350,Innisfail,AU,2022-05-07 18:18:10,-17.5333,146.0333,73.92,94,96,3.71
351,Peoria,US,2022-05-07 18:18:11,40.7667,-89.7668,67.6,47,0,13.8
352,Ciudad Bolivar,VE,2022-05-07 18:18:11,8.1222,-63.5497,81.75,65,100,3.62
353,Yar-Sale,RU,2022-05-07 18:18:12,66.8333,70.8333,15.37,94,31,8.72
354,Masallatah,LY,2022-05-07 18:18:12,32.6167,14.0,63.97,58,27,11.83
355,Tabou,CI,2022-05-07 18:18:13,4.423,-7.3528,82.56,76,91,8.77
356,Mutis,CO,2022-05-07 18:18:13,6.2262,-77.4044,85.3,70,65,7.34
357,Beyneu,KZ,2022-05-07 18:19:14,45.3167,55.2,67.08,38,82,19.86
358,Eureka,US,2022-05-07 18:19:14,40.8021,-124.1637,52.93,72,91,8.01
359,Grindavik,IS,2022-05-07 18:19:15,63.8424,-22.4338,48.15,76,75,25.32
360,Nara,JP,2022-05-07 18:18:56,34.6851,135.8049,61.5,50,99,6.4
361,Deer Lake,CA,2022-05-07 18:15:23,49.1667,-57.4316,37.26,52,75,11.5
362,Xichang,CN,2022-05-07 18:19:16,27.8964,102.2634,63.55,79,99,2.3
363,Stepnogorsk,KZ,2022-05-07 18:19:16,52.3544,71.8869,41.86,37,2,7.27
364,Christchurch,NZ,2022-05-07 18:15:00,-43.5333,172.6333,52.95,85,80,3.44
365,Ampanihy,MG,2022-05-07 18:19:17,-24.7,44.75,72.07,81,45,3.06
366,Rundu,NA,2022-05-07 18:19:17,-17.9333,19.7667,67.3,36,7,2.46
367,Pilar,BR,2022-05-07 18:19:18,-9.5972,-35.9567,82.33,65,60,8.81
368,Gold Coast,AU,2022-05-07 18:17:00,-28.0,153.4333,66.0,95,75,2.3
369,Kumluca,TR,2022-05-07 18:19:18,36.3703,30.2869,64.18,64,1,4.68
370,San Matias,BO,2022-05-07 18:19:19,-16.3667,-58.4,88.45,26,0,4.5
371,Gallatin,US,2022-05-07 18:17:17,45.6666,-111.2008,54.05,53,75,8.99
372,Egvekinot,RU,2022-05-07 18:19:19,66.3167,-179.1667,21.33,93,99,0.94
373,Xai-Xai,MZ,2022-05-07 18:19:20,-25.0519,33.6442,69.87,83,0,8.59
374,Nabire,ID,2022-05-07 18:19:20,-3.3667,135.4833,75.97,96,69,3.2
375,Van,TR,2022-05-07 18:15:23,38.4924,43.3831,45.75,81,75,11.5
376,Namatanai,PG,2022-05-07 18:19:21,-3.6667,152.4333,79.34,84,62,8.16
377,Saint-Philippe,RE,2022-05-07 18:19:22,-21.3585,55.7679,72.99,84,39,13.11
378,Puerto Narino,CO,2022-05-07 18:19:22,-3.7703,-70.3831,76.24,96,100,2.13
379,Irugur,IN,2022-05-07 18:19:23,11.0167,77.0667,73.63,94,75,10.36
380,Liverpool,GB,2022-05-07 18:18:28,53.4106,-2.9779,61.61,72,40,8.05
381,Nuqui,CO,2022-05-07 18:19:23,5.7125,-77.2708,83.66,74,92,8.1
382,Beloha,MG,2022-05-07 18:19:24,-25.1667,45.05,69.6,88,32,4.14
383,Moose Factory,CA,2022-05-07 18:19:24,51.2585,-80.6094,48.2,49,0,13.8
384,Superior,US,2022-05-07 18:19:25,46.7208,-92.1041,69.44,48,0,11.5
385,Port-Gentil,GA,2022-05-07 18:19:25,-0.7193,8.7815,80.56,83,20,2.3
386,Coro,VE,2022-05-07 18:19:26,11.4045,-69.6734,84.09,71,100,12.57
387,Abastumani,GE,2022-05-07 18:19:26,41.7075,42.8457,43.21,94,100,3.11
388,Oranjemund,NA,2022-05-07 18:19:27,-28.55,16.4333,57.11,84,0,15.05
389,Chake Chake,TZ,2022-05-07 18:19:27,-5.2459,39.7666,78.82,82,58,11.5
390,Phimai,TH,2022-05-07 18:19:28,15.2232,102.4947,81.1,81,99,1.43
391,Cabedelo,BR,2022-05-07 18:19:28,-6.9811,-34.8339,84.87,75,97,12.39
392,San Vicente De Canete,PE,2022-05-07 18:19:29,-13.0751,-76.3835,71.02,74,29,6.24
393,Kirundo,BI,2022-05-07 18:19:29,-2.5833,30.1667,61.86,91,55,3.04
394,Lac Du Bonnet,CA,2022-05-07 18:15:22,50.2536,-96.0612,71.67,42,55,16.58
395,South Lake Tahoe,US,2022-05-07 18:19:30,38.9332,-119.9844,58.8,22,0,15.01
396,Honolulu,US,2022-05-07 18:17:56,21.3069,-157.8583,75.02,73,75,11.99
397,Upernavik,GL,2022-05-07 18:19:31,72.7868,-56.1549,19.09,70,5,6.67
398,Albemarle,US,2022-05-07 18:19:31,35.3501,-80.2001,71.46,79,40,10.36
399,Tocopilla,CL,2022-05-07 18:16:09,-22.092,-70.1979,67.42,68,22,6.08
400,Djambala,CG,2022-05-07 18:20:32,-2.5447,14.7533,68.43,94,100,2.17
401,Lakes Entrance,AU,2022-05-07 18:20:32,-37.8811,147.981,56.16,71,98,16.44
402,Mao,ES,2022-05-07 18:20:33,39.8885,4.2658,64.96,59,20,9.22
403,Lumeje,AO,2022-05-07 18:20:34,-11.55,20.7833,73.74,50,87,3.89
404,Ponta Delgada,PT,2022-05-07 18:20:34,37.7333,-25.6667,66.92,88,20,5.75
405,Beringovskiy,RU,2022-05-07 18:20:34,63.05,179.3167,27.43,92,100,6.24
406,Narsaq,GL,2022-05-07 18:20:35,60.9167,-46.05,53.82,74,100,2.62
407,Vancouver,CA,2022-05-07 18:20:31,49.2497,-123.1193,53.1,75,75,8.99
408,Gombe,NG,2022-05-07 18:20:35,10.2897,11.1673,89.08,39,84,19.24
409,Araouane,ML,2022-05-07 18:20:36,18.9048,-3.5265,99.84,9,0,11.18
410,Bengkulu,ID,2022-05-07 18:20:36,-3.8004,102.2655,76.33,90,99,6.91
411,Diamantino,BR,2022-05-07 18:20:37,-14.4086,-56.4461,86.41,34,0,6.24
412,Kearney,US,2022-05-07 18:18:02,40.6995,-99.0815,72.16,69,40,23.02
413,Bokoro,TD,2022-05-07 18:20:37,12.3807,17.0568,103.12,16,91,9.84
414,San Pedro,PH,2022-05-07 18:16:13,14.35,121.0167,83.43,76,20,5.75
415,Manyana,BW,2022-05-07 18:20:38,-23.4,21.7167,67.32,26,48,4.14
416,Kloulklubed,PW,2022-05-07 18:20:38,7.0419,134.2556,77.5,80,100,15.19
417,Tomatlan,MX,2022-05-07 18:20:39,19.9333,-105.25,89.82,41,13,10.02
418,Pacific Grove,US,2022-05-07 18:20:39,36.6177,-121.9166,67.55,72,40,13.8
419,Naliya,IN,2022-05-07 18:20:40,23.2667,68.8333,81.61,75,0,11.65
420,Katobu,ID,2022-05-07 18:20:40,-4.9408,122.5276,76.44,92,95,4.88
421,Porto Walter,BR,2022-05-07 18:20:41,-8.2686,-72.7439,88.41,49,68,3.69
422,Patterson,US,2022-05-07 18:20:41,37.4716,-121.1297,69.55,45,4,9.64
423,Port Blair,IN,2022-05-07 18:20:41,11.6667,92.75,84.24,79,75,9.22
424,Jimenez,MX,2022-05-07 18:20:42,28.3333,-105.4,91.98,7,1,2.39
425,El Reno,US,2022-05-07 18:20:42,35.5323,-97.955,79.34,67,0,20.71
426,Nuuk,GL,2022-05-07 18:20:43,64.1835,-51.7216,34.41,69,0,12.66
427,Sibu,MY,2022-05-07 18:20:43,2.3,111.8167,77.31,100,20,1.14
428,Chingirlau,KZ,2022-05-07 18:20:44,51.095,54.0814,47.21,45,76,9.57
429,Coolum Beach,AU,2022-05-07 18:20:44,-26.5333,153.1,66.22,92,92,8.7
430,Humaita,BR,2022-05-07 18:20:45,-7.5061,-63.0208,81.54,88,88,3.91
431,Nang Rong,TH,2022-05-07 18:20:45,14.6377,102.7914,78.98,82,94,1.66
432,Basco,PH,2022-05-07 18:20:45,20.4487,121.9702,82.24,81,94,14.12
433,Mandan,US,2022-05-07 18:20:46,46.8267,-100.8896,70.38,67,0,27.63
434,Assiniboia,CA,2022-05-07 18:19:51,49.6334,-105.9845,60.53,57,100,14.61
435,Makakilo City,US,2022-05-07 18:20:46,21.3469,-158.0858,73.72,70,75,11.5
436,Pangnirtung,CA,2022-05-07 18:20:47,66.1451,-65.7125,15.8,86,75,8.05
437,Kenora,CA,2022-05-07 18:20:47,49.8167,-94.4337,68.97,34,40,19.57
438,Geraldton,AU,2022-05-07 18:20:48,-28.7667,114.6,54.01,94,75,6.91
439,Maragogi,BR,2022-05-07 18:20:48,-9.0122,-35.2225,80.1,80,35,7.56
440,Talnakh,RU,2022-05-07 18:17:16,69.4865,88.3972,11.21,80,20,14.18
441,Bilma,NE,2022-05-07 18:20:49,18.6853,12.9164,97.14,12,91,5.41
442,Paamiut,GL,2022-05-07 18:20:49,61.994,-49.6678,34.23,85,28,12.03
443,Mount Gambier,AU,2022-05-07 18:20:49,-37.8333,140.7667,49.41,88,66,4.81
444,Avera,US,2022-05-07 18:20:38,33.194,-82.5271,71.11,51,58,13.67
445,Hami,CN,2022-05-07 18:20:50,42.8,93.45,73.08,28,2,2.8
446,Aitape,PG,2022-05-07 18:21:50,-3.1374,142.3475,79.38,87,97,5.88
447,Champerico,GT,2022-05-07 18:21:51,14.3,-91.9167,93.74,68,98,8.01
448,Aykhal,RU,2022-05-07 18:21:51,66.0,111.5,31.44,99,100,7.83
449,Hambantota,LK,2022-05-07 18:21:52,6.1241,81.1185,81.54,81,79,13.96
450,Churapcha,RU,2022-05-07 18:21:52,62.0025,132.4325,30.94,96,100,4.47
451,Teacapan,MX,2022-05-07 18:21:52,22.55,-105.75,81.16,62,5,9.51
452,Sabae,JP,2022-05-07 18:21:53,35.9465,136.185,52.79,90,94,8.08
453,Davila,PH,2022-05-07 18:21:53,18.4726,120.5763,80.58,78,100,6.55
454,Mnogovershinnyy,RU,2022-05-07 18:21:54,53.9353,139.9242,25.05,82,37,2.59
455,Gizo,SB,2022-05-07 18:21:54,-8.103,156.8419,82.76,77,86,7.4
456,Sandorfalva,HU,2022-05-07 18:21:55,46.3609,20.0989,67.14,65,100,1.88
457,Pozo Colorado,PY,2022-05-07 18:21:55,-23.4923,-58.7972,84.96,31,7,3.74
458,Mosalsk,RU,2022-05-07 18:21:55,54.4881,34.9817,48.7,79,100,8.5
459,Fairbanks,US,2022-05-07 18:20:33,64.8378,-147.7164,43.09,94,100,1.99
460,Longyearbyen,SJ,2022-05-07 18:21:56,78.2186,15.6401,13.84,67,75,10.36
461,Cabimas,VE,2022-05-07 18:21:57,10.3883,-71.4399,83.01,71,93,4.21
462,Astoria,US,2022-05-07 18:21:58,46.1879,-123.8313,51.85,77,75,13.8
463,Abha,SA,2022-05-07 18:21:58,18.2164,42.5053,66.45,68,20,3.44
464,Waipawa,NZ,2022-05-07 18:21:59,-41.4122,175.5153,56.08,74,99,13.89
465,Lata,PT,2022-05-07 18:18:48,40.1629,-8.3327,73.26,42,100,6.76
466,Chara,RU,2022-05-07 18:21:59,56.9064,118.2631,35.85,49,27,1.7
467,Ozernovskiy,RU,2022-05-07 18:22:00,51.5,156.5167,35.65,97,92,5.46
468,Meulaboh,ID,2022-05-07 18:22:00,4.1363,96.1285,77.0,90,100,6.24
469,Belle Fourche,US,2022-05-07 18:22:01,44.6714,-103.8522,75.33,26,100,22.7
470,Caravelas,BR,2022-05-07 18:22:02,-17.7125,-39.2481,74.35,89,64,12.93
471,Alpena,US,2022-05-07 18:21:22,45.0617,-83.4327,55.72,36,0,10.0
472,Havelock,US,2022-05-07 18:22:02,34.8791,-76.9013,80.98,69,75,12.66
473,Chaiya,TH,2022-05-07 18:22:03,9.3862,99.1986,79.9,85,98,3.74
474,Plouzane,FR,2022-05-07 18:22:03,48.3833,-4.6167,59.05,72,0,9.22
475,Saldanha,ZA,2022-05-07 18:22:04,-33.0117,17.9442,55.45,67,1,21.05
476,Daru,PG,2022-05-07 18:22:04,-9.0763,143.2092,79.77,90,54,12.15
477,Tynda,RU,2022-05-07 18:22:05,55.1667,124.7167,29.28,87,4,2.06
478,Sao Filipe,CV,2022-05-07 18:22:05,14.8961,-24.4956,74.14,76,46,17.25
479,Skjervoy,NO,2022-05-07 18:22:05,70.0311,20.9714,33.8,83,99,40.89
480,Minnedosa,CA,2022-05-07 18:22:06,50.2453,-99.8436,64.96,56,100,19.37
481,Roanoke Rapids,US,2022-05-07 18:18:04,36.4615,-77.6542,69.21,88,75,6.91
482,Anuradhapura,LK,2022-05-07 18:22:06,8.3565,80.4173,77.79,93,99,8.05
483,Buchanan,LR,2022-05-07 18:22:11,5.8808,-10.0467,82.58,79,87,10.76
484,High Rock,BS,2022-05-07 18:22:11,26.6208,-78.2833,82.42,72,8,17.76
485,Kropotkin,RU,2022-05-07 18:18:54,45.4375,40.5756,47.66,74,100,6.02
486,Zaozerne,UA,2022-05-07 18:22:12,45.1582,33.2787,50.59,69,6,12.84
487,Coihaique,CL,2022-05-07 18:22:13,-45.5752,-72.0662,61.41,82,75,3.44
488,Uyuni,BO,2022-05-07 18:22:13,-20.4597,-66.825,60.69,20,31,13.04
489,San Policarpo,PH,2022-05-07 18:22:14,12.1791,125.5072,80.92,84,36,13.58
490,Sao Jose Da Coroa Grande,BR,2022-05-07 18:22:14,-8.8978,-35.1478,79.5,81,54,8.39
491,Nova Granada,BR,2022-05-07 18:22:15,-20.5339,-49.3142,80.85,41,0,4.88
492,Apatou,GF,2022-05-07 18:22:15,5.155,-54.3472,80.53,92,87,3.91
493,Palmer,US,2022-05-07 18:19:26,42.1584,-72.3287,54.91,42,75,18.41
494,Salinopolis,BR,2022-05-07 18:23:16,-0.6136,-47.3561,81.88,80,79,6.98
495,Bukachacha,RU,2022-05-07 18:23:16,52.9833,116.9167,41.05,25,9,1.79
496,Hamilton,US,2022-05-07 18:23:17,39.1834,-84.5333,59.88,78,100,16.11
497,Leningradskiy,RU,2022-05-07 18:23:17,69.3833,178.4167,20.7,95,99,2.84
498,Kenai,US,2022-05-07 18:23:17,60.5544,-151.2583,48.29,65,0,11.5
499,Nishihara,JP,2022-05-07 18:23:18,26.1842,127.7558,76.28,88,75,11.5
500,Dingli,MT,2022-05-07 18:23:18,35.8614,14.3822,62.82,82,40,8.05
501,Ravenna,IT,2022-05-07 18:20:20,44.4167,11.9833,62.49,87,100,2.68
502,Huarmey,PE,2022-05-07 18:23:19,-10.0681,-78.1522,71.33,76,22,12.41
503,Sao Felix Do Xingu,BR,2022-05-07 18:20:36,-6.6447,-51.995,89.96,50,28,5.39
504,North Bend,US,2022-05-07 18:23:19,43.4065,-124.2243,52.92,86,100,14.97
505,Cervo,ES,2022-05-07 18:23:20,43.6702,-7.4101,61.97,82,88,10.04
506,El Angel,EC,2022-05-07 18:23:20,0.6167,-77.9333,57.31,59,39,4.83
507,Juneau,US,2022-05-07 18:22:35,58.3019,-134.4197,46.4,85,75,9.22
508,Ahvaz,IR,2022-05-07 18:18:39,31.3203,48.6693,85.95,14,0,9.22
509,Kupang,ID,2022-05-07 18:23:24,-10.1667,123.5833,79.21,83,22,12.64
510,Ancud,CL,2022-05-07 18:23:24,-41.8697,-73.8203,55.18,89,100,19.08
511,Khorol,UA,2022-05-07 18:23:25,49.7837,33.2783,52.56,57,100,4.47
512,Walvis Bay,NA,2022-05-07 18:23:25,-22.9575,14.5053,63.55,59,1,10.36
513,Mukhen,RU,2022-05-07 18:23:26,48.1,136.1,41.68,79,100,7.47
514,Mackay,AU,2022-05-07 18:23:26,-21.15,149.2,72.68,89,98,15.14
515,Kalagarh,IN,2022-05-07 18:23:27,29.5,78.75,80.67,22,0,4.99
516,Moerai,PF,2022-05-07 18:21:47,-22.4333,-151.3333,78.94,81,34,16.53
517,Amur,RU,2022-05-07 18:22:54,54.0,128.0,27.64,65,4,1.79
518,Mbigou,GA,2022-05-07 18:23:28,-1.9005,11.906,69.33,97,100,2.48
519,Victor Harbor,AU,2022-05-07 18:23:28,-35.5667,138.6167,51.67,76,17,1.68
520,Westport,US,2022-05-07 18:19:36,41.1415,-73.3579,55.22,62,100,21.85
521,Petropavlovskoye,RU,2022-05-07 18:23:29,52.0712,84.107,40.06,77,87,5.88
522,Dunfermline,GB,2022-05-07 18:23:29,56.0716,-3.4589,57.94,78,0,10.36
523,Sorrento,IT,2022-05-07 18:21:14,40.626,14.3744,63.66,81,100,3.0
524,Moron,AR,2022-05-07 18:23:30,-34.6534,-58.6198,75.94,60,10,6.93
525,Sioux Lookout,CA,2022-05-07 18:23:30,50.1001,-91.917,64.47,34,75,8.05
526,Saint-Pierre,RE,2022-05-07 18:23:31,-21.3393,55.4781,73.08,78,0,5.75
527,Bonfim,BR,2022-05-07 18:23:31,3.0833,-59.95,82.36,69,100,5.79
528,Aksu,CN,2022-05-07 18:23:32,41.1231,80.2644,74.64,31,84,9.53
529,Santarem,BR,2022-05-07 18:23:32,-2.4431,-54.7083,86.13,79,20,8.05
530,Gubkinskiy,RU,2022-05-07 18:23:33,64.434,76.5026,6.4,93,7,6.8
531,Shaoguan,CN,2022-05-07 18:23:33,24.8,113.5833,70.5,96,100,1.14
532,Ayan,RU,2022-05-07 18:23:33,56.45,138.1667,33.94,76,20,10.76
533,Sorland,NO,2022-05-07 18:23:34,67.667,12.6934,37.63,57,100,25.93
534,San Carlos De Bariloche,AR,2022-05-07 18:23:34,-41.1456,-71.3082,60.55,51,40,19.57
535,Birao,CF,2022-05-07 18:23:35,10.2849,22.7882,90.64,22,100,4.9
536,Awbari,LY,2022-05-07 18:23:35,26.5921,12.7805,81.88,16,0,11.63
537,Bardiyah,LY,2022-05-07 18:23:36,31.7561,25.0865,65.23,67,100,15.48
538,Onverwacht,SR,2022-05-07 18:24:36,5.5833,-55.1833,78.98,94,40,12.66
539,Primero De Marzo,PY,2022-05-07 18:24:37,-25.153,-56.928,79.11,38,46,4.12
540,Ostersund,SE,2022-05-07 18:23:17,63.1792,14.6357,36.61,64,75,21.85
541,Plettenberg Bay,ZA,2022-05-07 18:24:37,-34.0527,23.3716,56.34,85,95,1.32
542,Penzance,GB,2022-05-07 18:24:38,50.1186,-5.5371,59.68,87,98,9.66
543,Puerto Del Rosario,ES,2022-05-07 18:24:38,28.5004,-13.8627,71.35,73,0,16.11
544,Umm Lajj,SA,2022-05-07 18:24:38,25.0213,37.2685,77.63,53,0,14.38
545,Rathdrum,US,2022-05-07 18:24:39,47.8137,-116.892,50.81,87,100,9.22
546,Fortuna,US,2022-05-07 18:24:39,40.5982,-124.1573,52.66,92,83,5.99
547,Ahuimanu,US,2022-05-07 18:24:40,21.4447,-157.8378,74.91,75,100,11.5
548,Piacabucu,BR,2022-05-07 18:24:40,-10.4056,-36.4344,82.0,64,32,8.75
549,Mikkeli,FI,2022-05-07 18:24:41,61.6886,27.2723,39.31,93,100,5.75
550,Pala,TD,2022-05-07 18:24:41,9.3642,14.9046,90.32,40,100,4.52
551,Launceston,AU,2022-05-07 18:24:42,-41.45,147.1667,48.34,78,40,5.75
552,Tolaga Bay,NZ,2022-05-07 18:24:42,-38.3667,178.3,51.17,86,13,5.66
553,Tilichiki,RU,2022-05-07 18:21:08,60.4667,166.1,29.88,98,100,2.39
554,Harper,LR,2022-05-07 18:24:42,4.375,-7.7169,82.44,76,95,9.44
555,Dhidhdhoo,MV,2022-05-07 18:24:43,6.8833,73.1,85.24,72,88,11.79
556,Lago Da Pedra,BR,2022-05-07 18:24:43,-4.3333,-45.1667,86.94,64,86,3.09
557,Show Low,US,2022-05-07 18:24:44,34.2542,-110.0298,74.08,11,0,28.77
558,Bennettsville,US,2022-05-07 18:24:44,34.6174,-79.6848,76.82,63,100,10.36
559,Muroto,JP,2022-05-07 18:24:45,33.2833,134.15,65.62,77,8,11.18
560,Ivanteyevka,RU,2022-05-07 18:24:45,55.9711,37.9208,59.54,70,89,9.35
561,Gamba,GA,2022-05-07 18:20:28,-2.65,10.0,77.63,84,84,2.82
562,Iskateley,RU,2022-05-07 18:24:46,67.6803,53.1512,36.99,100,100,12.88
563,Nastola,FI,2022-05-07 18:24:46,60.95,25.9333,39.83,89,100,6.8
564,Mersing,MY,2022-05-07 18:24:47,2.4312,103.8405,76.91,94,40,5.75
565,Cooma,AU,2022-05-07 18:24:47,-36.2333,149.1333,35.37,86,50,2.3
566,Hirara,JP,2022-05-07 18:21:12,24.8,125.2833,77.34,84,89,4.16
