City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
376,Ligayan,4.6533,119.4706,83.97,75,100,10.38,overcast clouds
377,Tonekabon,36.8163,50.8738,62.55,88,67,5.44,broken clouds
378,Tura,25.5198,90.2201,92.89,38,7,5.17,clear sky
379,Luwuk,-0.9516,122.7875,84.65,79,100,6.46,overcast clouds
380,Manaure,11.7751,-72.4445,80.37,80,100,13.53,overcast clouds
381,Eureka,40.8021,-124.1637,48.92,78,49,2.62,scattered clouds
382,Hokitika,-42.7167,170.9667,60.39,88,100,9.73,moderate rain
383,Guayaramerin,-10.8368,-65.3614,68.41,84,15,2.15,few clouds
384,Japura,-0.3167,102.35,88.72,59,100,3.44,light rain
385,Ust-Nera,64.5667,143.2,32.68,79,100,7.56,overcast clouds
386,Khasan,42.4308,130.6434,56.8,52,94,1.88,overcast clouds
387,Vertientes,21.2594,-78.1464,74.01,91,0,5.03,clear sky
388,San Jose,37.3394,-121.895,53.92,62,20,14.97,few clouds
389,Tuatapere,-46.1333,167.6833,54.36,93,100,2.44,heavy intensity rain
390,Okha,53.5739,142.9478,32.11,95,100,13.78,light snow
391,Visnes,59.3556,5.2242,46.81,61,0,10.36,clear sky
392,Havoysund,70.9963,24.6622,34.03,91,100,22.32,light snow
393,Vila Velha,-20.3297,-40.2925,73.35,78,40,9.22,scattered clouds
394,Menongue,-14.6585,17.691,69.76,61,80,1.68,broken clouds
395,Baruun-Urt,46.6806,113.2792,63.48,13,0,13.94,clear sky
396,Vaitape,-16.5167,-151.75,82.26,73,17,8.48,few clouds
397,Blackwater,-23.5833,148.8833,76.06,56,100,10.69,overcast clouds
398,Omboue,-1.5746,9.2618,79.45,84,30,3.96,scattered clouds
399,Galle,6.0367,80.217,85.5,75,100,16.51,overcast clouds
400,Nemuro,43.3236,145.575,46.96,68,26,8.28,scattered clouds
401,Udachnyy,66.4167,112.4,26.46,79,100,31.88,snow
402,Gwadar,25.1216,62.3254,86.41,65,0,13.62,clear sky
403,Bengkulu,-3.8004,102.2655,86.38,59,89,7.43,light rain
404,San Quintin,30.4833,-115.95,59.54,83,95,13.35,overcast clouds
405,Awjilah,29.1081,21.2869,74.95,31,0,13.67,clear sky
406,Lodwar,3.1191,35.5973,87.42,44,80,7.45,broken clouds
407,Port Macquarie,-31.4333,152.9167,61.9,57,0,6.51,clear sky
408,Dubti,11.7361,41.0853,92.82,41,100,9.89,overcast clouds
409,Jardim,-21.4803,-56.1381,60.13,82,0,3.04,clear sky
410,Richards Bay,-28.783,32.0377,70.99,80,32,15.5,light rain
411,Srednekolymsk,67.45,153.6833,30.99,80,100,4.12,overcast clouds
412,Liuhe,42.2401,125.7172,65.08,20,100,8.93,overcast clouds
413,Atar,20.5169,-13.0499,84.31,13,100,7.58,overcast clouds
414,Progreso,21.2833,-89.6667,82.51,84,0,7.29,clear sky
415,Rockingham,42.9668,-71.0995,44.91,68,100,5.86,overcast clouds
416,Hue,16.4667,107.6,87.91,66,40,14.97,scattered clouds
417,Hamilton,39.1834,-84.5333,51.94,82,0,4.61,clear sky
418,Yumen,40.2833,97.2,76.73,14,20,10.98,few clouds
419,Cape Coast,5.1053,-1.2466,80.19,82,24,2.84,light rain
420,Maine-Soroa,13.2114,12.0241,90.12,39,67,15.01,broken clouds
421,Mamou,10.5,-12,72.37,93,90,2.28,overcast clouds
422,Tessalit,20.1986,1.0114,77.68,10,0,13.85,clear sky
423,Chumikan,54.7183,135.315,48.33,65,0,7.94,clear sky
424,Ilulissat,69.2167,-51.1,21.22,73,23,0,few clouds
425,Gossas,14.4912,-16.0642,76.78,56,2,7.83,clear sky
426,Bensonville,6.4461,-10.6125,73.53,95,100,0.72,overcast clouds
427,Sibolga,1.7427,98.7792,82.94,81,100,2.64,overcast clouds
428,Isla Vista,34.4133,-119.861,61.83,67,0,8.01,clear sky
429,Salta,-24.7859,-65.4117,58.57,81,75,1.99,broken clouds
430,Warmbad,-28.45,18.7333,50.94,67,0,6.29,clear sky
431,Guzelyurt,38.2772,34.3719,46.87,61,36,4.7,scattered clouds
432,San Juan,-31.5375,-68.5364,61.92,48,100,3.94,overcast clouds
433,Nuuk,64.1835,-51.7216,29.01,86,13,10.36,few clouds
434,Bilma,18.6853,12.9164,91.24,13,100,14.29,overcast clouds
435,Aklavik,68.2191,-135.0107,31.21,93,36,8.61,scattered clouds
436,Khandyga,62.6667,135.6,44.06,68,100,7.02,overcast clouds
437,Belaya Gora,68.5333,146.4167,26.73,72,100,0.98,overcast clouds
438,Rundu,-17.9333,19.7667,69.1,33,0,2.98,clear sky
439,Batouri,4.4333,14.3667,76.26,77,93,0.78,overcast clouds
440,Alugan,12.2188,125.4808,84.56,74,57,12.08,broken clouds
441,Powell River,49.8496,-124.5361,46.4,91,100,7.85,overcast clouds
442,Abu Kamal,34.4506,40.9171,72.34,34,13,10.04,few clouds
443,Nantucket,41.2835,-70.0995,48.34,85,100,20.71,overcast clouds
444,Bar-Le-Duc,48.75,5.1667,52.21,81,27,8.16,scattered clouds
445,Morondava,-20.2833,44.2833,80.06,61,0,3.74,clear sky
446,Kinango,-4.1372,39.3153,83.88,55,99,13.94,overcast clouds
447,Mandalgovi,45.7625,106.2708,64.87,18,0,16.89,clear sky
448,Chapeco,-27.0964,-52.6183,48.96,94,47,2.93,scattered clouds
449,Annau,37.8876,58.516,72.9,60,75,13.8,broken clouds
450,Almaznyy,48.0448,40.045,56.88,41,53,9.8,broken clouds
451,Tshela,-4.9833,12.9333,75.79,94,46,1.7,scattered clouds
452,Male,4.1748,73.5089,89.55,74,40,16.11,scattered clouds
453,Kajaani,64.2273,27.7285,37.45,65,0,9.22,clear sky
454,Guerande,47.3291,-2.4283,53.02,87,100,8.97,overcast clouds
455,Jieshi,22.8134,115.8257,81.95,69,100,17.47,overcast clouds
456,Ambon,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds
457,Sao Francisco De Paula,-29.4481,-50.5836,46.69,91,0,4.52,clear sky
458,Bhachau,23.2833,70.35,103.37,18,0,9.73,clear sky
459,Voyvozh,62.892,54.9635,57.24,60,18,12.5,light rain
460,Oistins,13.0667,-59.5333,80.69,78,40,13.8,scattered clouds
461,Corinth,37.9407,22.9573,66.88,62,58,6.06,broken clouds
462,Farmington,36.7281,-108.2187,70.48,21,0,16.11,clear sky
463,Kalamare,-22.9337,26.5703,71.56,28,6,9.48,clear sky
464,Vorotynsk,54.4283,36.0465,59.72,67,82,14.27,broken clouds
465,Clonakilty,51.6231,-8.8706,52.81,89,28,6.6,scattered clouds
466,Bud,39.447,-86.1758,53.44,82,0,5.82,clear sky
467,Guerrero Negro,27.9769,-114.0611,60.91,82,78,13.76,broken clouds
468,Sukpak,51.6667,94.6333,47.93,33,100,19.6,overcast clouds
469,Guarapari,-20.6667,-40.4975,68.11,92,78,12.77,broken clouds
470,Uzhur,55.3036,89.8339,41.23,28,100,16.82,overcast clouds
471,Socorro,31.6546,-106.3033,79.18,9,0,21.07,clear sky
472,Soe,-9.8607,124.284,77.22,56,56,10.94,broken clouds
473,Chapais,49.7834,-74.8492,28.18,97,7,2.93,clear sky
474,Lubartow,51.4603,22.6095,64.83,68,100,4.36,overcast clouds
475,Sucre,-19.0333,-65.2627,45.91,85,75,4.94,broken clouds
476,Fereydun Kenar,36.6864,52.5225,63.19,82,100,8.34,overcast clouds
477,Antofagasta,-23.65,-70.4,61.88,85,48,2.13,scattered clouds
478,Bolgatanga,10.7856,-0.8514,82.26,55,100,6.8,overcast clouds
479,Egvekinot,66.3167,-179.1667,25.14,98,99,3.31,light snow
480,Ternate,0.8,127.4,84.31,78,100,4.03,overcast clouds
481,Codrington,-38.2667,141.9667,55.27,73,45,7.45,scattered clouds
482,College,64.8569,-147.8028,44.92,85,100,5.75,light rain
483,Batangafo,7.3008,18.2833,83.93,54,79,6.67,broken clouds
484,Douglas,41.3,-96.167,64.31,57,0,14.97,clear sky
485,Aberystwyth,52.4155,-4.0829,52.9,87,98,7.58,overcast clouds
486,Nepa Nagar,21.4667,76.4,107.49,12,1,8.23,clear sky
487,Misratah,32.3754,15.0925,68,57,8,8.66,clear sky
488,Bayan,46.0833,127.4,63.12,20,0,10.96,clear sky
489,Chimoio,-19.1164,33.4833,67.86,83,20,3.76,few clouds
490,Erdaojiang,41.7764,126.0319,64.17,21,100,6.46,overcast clouds
491,Edgemere,39.2421,-76.448,47.05,87,100,15.99,drizzle
492,Ambanja,-13.6833,48.45,85.93,62,59,1.34,broken clouds
493,Becerril,9.7041,-73.2793,74.98,79,98,2.84,overcast clouds
494,Wamba,8.9333,8.6,77.74,77,100,3.4,overcast clouds
495,Hobbs,32.7026,-103.136,76.66,7,0,10.36,clear sky
496,Mogadishu,2.0371,45.3438,87.67,74,75,11.5,broken clouds
497,Savannah Bight,16.45,-85.85,81.88,84,50,19.24,scattered clouds
498,Ugoofaaru,5.6667,73,85.14,74,86,16.84,overcast clouds
499,Takoradi,4.8845,-1.7554,80.04,82,25,1.99,scattered clouds
500,Tuy Hoa,13.0833,109.3,84.67,72,99,8.68,overcast clouds
501,Emerald,-23.5333,148.1667,73.54,49,100,11.5,overcast clouds
502,Badiraguato,25.3667,-107.5167,68.7,47,9,2.98,clear sky
503,Vero Beach,27.6386,-80.3973,73.04,87,0,10.36,clear sky
504,Tiznit,29.5833,-9.5,76.5,15,33,3.6,scattered clouds
505,Valparaiso,-33.0393,-71.6273,55.47,86,100,1.14,overcast clouds
506,Pochinki,54.6988,44.8668,56.59,46,12,10.92,few clouds
507,Fortuna,40.5982,-124.1573,48.65,92,100,0,overcast clouds
508,Shahrud,36.4182,54.9763,74.01,29,5,6.8,clear sky
509,Barcelos,41.5388,-8.6151,67.91,69,100,1.5,overcast clouds
510,Rassvet,46.8333,40.75,58.48,48,92,4.92,overcast clouds
511,Yagodnoye,62.55,149.6667,33.64,87,72,2.04,broken clouds
512,Svobodnyy,51.4,128.1333,61.21,17,4,5.26,clear sky
513,Grindavik,63.8424,-22.4338,48.15,100,100,18.41,light intensity drizzle
514,Black Diamond,47.3087,-122.0032,43.79,83,75,1.99,broken clouds
515,Biak,-0.9131,122.8766,82.65,77,100,6.8,overcast clouds
516,Sobolevo,54.4299,31.8996,52.7,84,100,8.41,light rain
517,San Jeronimo,-11.9472,-75.2829,48.88,77,100,0.78,overcast clouds
518,Vardo,70.3705,31.1107,31.98,74,100,23.02,overcast clouds
519,York,40.1254,-77,46.09,67,100,9.24,overcast clouds
520,Smoky Lake,54.1169,-112.4686,39.36,75,40,3.44,scattered clouds
521,Upata,8.0086,-62.3989,75.2,97,99,2.91,overcast clouds
522,Pisco,-13.7,-76.2167,62.65,88,95,4.61,overcast clouds
523,Ola,59.5833,151.2833,34.75,85,96,3.13,overcast clouds
524,Iracoubo,5.4802,-53.2011,77.36,87,100,9.46,overcast clouds
525,Kargopol,61.5071,38.9456,48.25,90,100,9.33,overcast clouds
526,Uva,56.9908,52.1852,58.84,39,0,10.31,clear sky
527,Wewak,-3.5534,143.6268,84.87,78,13,11.81,light rain
528,Uthal,25.8072,66.6219,96.13,37,0,7.83,clear sky
529,Guatire,10.4762,-66.5427,70.29,97,74,3,broken clouds
530,Hastings,50.8552,0.5729,53.8,81,19,15.57,few clouds
531,Srandakan,-7.9386,110.2506,83.95,78,100,6.58,overcast clouds
532,Paita,-5.0892,-81.1144,66.6,83,100,11.95,overcast clouds
533,Miri,4.4148,114.0089,86.14,84,40,4.61,light rain
534,Veraval,20.9,70.3667,89.76,57,0,17.11,clear sky
535,Booue,-0.0921,11.9385,75.61,93,96,0.83,overcast clouds
536,Tlacolula,16.9542,-96.4792,66.83,63,100,1.25,overcast clouds
537,Alekseyevka,50.6309,38.6903,57.49,43,48,5.48,scattered clouds
538,Concarneau,47.875,-3.9225,56.82,81,100,7.31,overcast clouds
539,Dingle,10.9995,122.6711,89.06,59,74,15.39,broken clouds
540,Ouargaye,11.5033,0.0572,82.74,57,18,9.84,few clouds
541,Hearst,49.6835,-83.6665,34.05,59,100,7.38,overcast clouds
542,Shizunai,42.3339,142.3669,49.44,63,78,19.64,broken clouds
543,Belem,-1.4558,-48.5044,75.24,94,0,2.3,clear sky
544,Mayor Pablo Lagerenza,-19.9309,-60.7718,62.35,64,14,4.94,few clouds
545,Yerofey Pavlovich,53.9667,121.9667,70.11,11,47,10.96,scattered clouds
546,Oxford,51.7522,-1.256,52.18,92,20,6.91,few clouds
547,Tahoua,14.8888,5.2692,88.48,38,100,12.75,overcast clouds
548,Umm Lajj,25.0213,37.2685,86.49,30,1,14.07,clear sky
549,La Peca,-5.6111,-78.435,66.45,92,82,2.3,light rain
550,Alto Araguaia,-17.3147,-53.2153,58.82,69,0,3.89,clear sky
551,Pacific Grove,36.6177,-121.9166,52.43,82,0,17,clear sky
552,Lavrentiya,65.5833,-171,28.31,98,100,5.84,overcast clouds
553,Kailua,21.4022,-157.7394,75.18,76,75,12.66,broken clouds
554,Noumea,-22.2763,166.4572,78.01,99,99,8.97,overcast clouds
555,Araure,9.5601,-69.2148,73.02,92,46,2.37,scattered clouds
556,Aguimes,27.9054,-15.4461,63.23,82,20,20.71,few clouds
557,Urumqi,43.801,87.6005,76.15,31,40,2.24,scattered clouds
558,Gamboma,-1.8764,15.8644,77.2,77,100,2.17,overcast clouds
559,Sioux Lookout,50.1001,-91.917,50.07,43,100,10.36,overcast clouds
560,Rantepao,-2.9701,119.8978,73.09,98,100,1.88,overcast clouds
561,Sandy Bay,-42.913,147.3532,55.29,69,20,9.22,few clouds
562,Alyangula,-13.8483,136.4192,85.87,62,40,8.05,scattered clouds
563,Shieli,44.1667,66.75,88.75,22,9,12.73,clear sky
564,Obo,5.3998,26.4869,79.2,66,100,4.94,overcast clouds
565,Itarema,-2.9248,-39.9167,76.24,90,95,12.08,light rain
566,Paracuru,-3.41,-39.0306,77.11,91,100,7.7,overcast clouds
567,Charagua,-19.8,-63.2167,62.89,65,100,2.53,overcast clouds
568,Salalah,17.0151,54.0924,87.28,55,0,12.12,clear sky
569,Mitu,1.1983,-70.1733,71.1,99,100,1.43,overcast clouds
570,Buala,-8.145,159.5921,81.54,82,100,6.42,light rain
571,Dongsheng,39.8161,109.9776,58.1,24,100,8.37,overcast clouds
572,Tours,47.4167,0.6667,58.68,83,0,4.61,clear sky
573,Chupa,66.27,33.0549,39.76,68,6,13.51,clear sky
574,Krasnoselkup,65.7,82.4667,22.32,76,6,12.68,clear sky
575,Birin,26.8865,88.0718,76.24,48,69,4.41,broken clouds
576,Tarko-Sale,64.9225,77.785,28.83,93,59,9.37,broken clouds
577,Kamaishi,39.2667,141.8833,57.54,46,100,8.21,overcast clouds
578,Camacha,33.0833,-16.3333,58.42,67,75,10.36,broken clouds
579,Quelimane,-17.8786,36.8883,71.55,94,20,3.44,few clouds
580,Mirnyy,62.5353,113.9611,37.24,51,100,18.01,overcast clouds
581,Tateyama,34.9833,139.8667,60.76,68,100,15.39,overcast clouds
582,Lagos,6.5833,3.75,77.32,78,6,2.06,clear sky
583,Arona,28.0996,-16.681,60.82,76,0,4.61,clear sky
584,Znamenskoye,57.1281,73.8282,50,68,100,8.59,overcast clouds
585,Altay,47.8667,88.1167,59.22,52,37,14.61,scattered clouds
586,Albury,-36.0833,146.9167,58.32,85,100,5.75,overcast clouds
587,Warri,5.5167,5.75,79.2,88,100,2.46,overcast clouds
588,Xian,34.2583,108.9286,70.61,35,43,9.35,scattered clouds
589,Acajutla,13.5928,-89.8275,80.76,78,84,1.97,broken clouds
590,Zlobin,45.2924,14.6541,58.15,74,75,4.61,broken clouds
591,Matelandia,-25.2408,-53.9964,56.88,95,8,3.47,clear sky
592,Bose,45.4612,8.0137,56.75,97,100,4.99,light rain
593,Viedma,-40.8135,-62.9967,63.12,44,5,18.23,clear sky
594,Salina Cruz,16.1667,-95.2,81.25,77,85,8.03,overcast clouds
595,Kutum,14.2,24.6667,83.34,8,99,6.69,overcast clouds
596,Verkhoyansk,67.5447,133.385,34.84,80,100,6.24,overcast clouds
597,Tahe,52.3333,124.7333,69.69,11,7,3.02,clear sky
598,Gambo,4.6482,22.2633,74.17,87,100,1.68,overcast clouds
599,Haverfordwest,51.8017,-4.9691,51.55,94,100,11.23,overcast clouds
600,Enshi,30.3,109.4833,78.28,60,57,3.49,broken clouds
601,Narasannapeta,18.4167,84.05,92.53,51,16,15.61,light rain
602,Bushehr,28.9684,50.8385,84.29,34,2,19.57,dust
603,Dzerzhinsk,56.2389,43.4631,62.42,29,0,15.66,clear sky
604,Kristiinankaupunki,62.2743,21.376,39.31,66,54,13.29,broken clouds
605,Mehamn,71.0357,27.8492,32.07,64,99,21.23,overcast clouds
606,Samana,19.2056,-69.3369,72.93,90,6,5.68,clear sky
607,Pryozerne,45.2698,36.3303,56.84,51,100,12.86,overcast clouds
608,Ivanjica,43.5803,20.2311,55.78,54,100,3.09,overcast clouds
609,Kloulklubed,7.0419,134.2556,83.88,77,100,14.25,overcast clouds
610,Targu Ocna,46.2833,26.6167,61.79,56,23,4.9,few clouds
611,Lasa,46.6166,10.7002,52.68,89,97,2.19,overcast clouds
612,Bonfim,3.0833,-59.95,74.62,91,77,0.72,light rain
613,Demirci,39.0461,28.6589,58.05,41,100,2.89,overcast clouds
614,Termoli,41.9888,14.9895,57.78,85,100,3,light rain
615,Sale,34.0389,-6.8166,57.88,100,75,0,fog
616,Coihueco,-36.6167,-71.8333,43.54,93,0,5.75,clear sky
617,Ambulu,-8.345,113.6058,85.59,78,100,6.31,light rain
618,Myanaung,18.2833,95.3167,91.72,51,99,10.16,overcast clouds
619,Conceicao Do Araguaia,-8.2578,-49.2647,71.87,94,14,2.19,few clouds
620,Antsohihy,-14.8796,47.9875,86.07,53,12,2.46,few clouds
621,Xingtai,37.0631,114.4942,61.29,37,100,8.61,light rain
622,Mana,5.6592,-53.7767,76.98,88,100,8.55,overcast clouds
623,Nsanje,-16.92,35.262,79.41,60,6,2.46,clear sky
624,Ancona,43.55,13.1667,61.09,69,75,3,broken clouds
625,Kalmunai,7.4167,81.8167,89.8,57,100,3.06,overcast clouds
626,Cienfuegos,22.1461,-80.4356,77.14,88,2,4.61,clear sky
627,Arlit,18.7369,7.3853,91.96,12,100,12.68,overcast clouds
628,Darab,28.7519,54.5444,85.59,19,0,8.79,clear sky
629,Chinchina,4.9825,-75.6036,63.81,87,100,2.68,overcast clouds
630,Atambua,-9.1061,124.8925,81.64,65,94,5.97,overcast clouds
631,Kilindoni,-7.9139,39.6668,81.75,75,27,17.29,scattered clouds
632,Fort Nelson,58.8053,-122.7002,35.19,93,100,17.27,overcast clouds
633,Broken Hill,-31.95,141.4333,60.51,51,100,9.22,overcast clouds
634,Chernyshevskiy,63.0128,112.4714,36.59,72,80,14.63,broken clouds
635,Sisimiut,66.9395,-53.6735,24.12,59,0,7.25,clear sky
636,Severnoye,56.3491,78.3619,41.77,71,100,6.89,overcast clouds
637,Yaan,7.3833,8.5667,77.25,84,100,8.32,overcast clouds
638,Merauke,-8.4667,140.3333,84.09,82,100,13.22,moderate rain
639,Qaqortoq,60.7167,-46.0333,38.17,66,100,4.7,overcast clouds
640,Aykhal,66,111.5,26.67,95,100,29.3,snow
641,Wad Rawah,15.1603,33.1397,94.53,16,100,11.14,overcast clouds
642,Vokhtoga,58.8147,41.0461,58.68,63,67,15.14,broken clouds
643,Cochrane,51.1834,-114.4687,41.61,72,75,6.91,broken clouds
644,Dakar,14.6937,-17.4441,69.93,88,0,4.61,clear sky
645,Abha,18.2164,42.5053,76.82,8,0,12.66,clear sky
646,Astaneh-Ye Ashrafiyeh,37.2596,49.9444,58.93,78,84,4.23,broken clouds
647,Korla,41.7597,86.1469,71.98,42,61,17.27,broken clouds
648,Xinyu,27.8043,114.9334,74.71,85,100,3.51,moderate rain
649,Shimoda,34.6667,138.95,66.56,79,93,14.63,overcast clouds
650,Gravdal,68.1214,13.5031,37.62,65,100,21.45,light rain
651,Sebeta,8.9167,38.6167,73.31,31,84,6.55,broken clouds
652,Savinskiy,62.9342,40.1361,48.06,91,100,7.34,overcast clouds
653,Chuchkovo,54.2693,41.4465,57.79,51,87,12.93,overcast clouds
654,Taltal,-25.4,-70.4833,59.32,80,48,5.17,scattered clouds
655,Karratha,-20.7377,116.8463,83.89,41,100,16.28,overcast clouds
656,Berlevag,70.8578,29.0864,30,66,100,24.58,overcast clouds
657,Palestina,31.9216,35.2033,66.33,33,28,1.63,scattered clouds
658,Saint-Leu,-21.15,55.2833,81.46,69,2,6.44,clear sky
659,Turbat,26.0023,63.044,102.09,22,0,11.12,clear sky
660,Prince Albert,53.2001,-105.7677,44.55,87,100,6.91,overcast clouds
661,Belyy Yar,53.6039,91.3903,50.86,17,0,17.9,clear sky
662,Polunochnoye,60.8697,60.4153,60.91,40,19,10.67,few clouds
663,Mayo,38.8876,-76.5119,47.03,88,100,16.11,overcast clouds
664,Pasni,25.2631,63.471,83.84,72,0,18.28,clear sky
665,Sao Miguel Do Araguaia,-13.275,-50.1628,71.69,82,49,4.99,scattered clouds
666,Opuwo,-18.0607,13.84,70.34,29,0,4.05,clear sky
667,Saint Paul,44.9444,-93.0933,63.52,48,0,17.27,clear sky
668,Beloha,-25.1667,45.05,79.02,60,1,3.49,clear sky
669,Shakhtinsk,49.71,72.5872,56.3,20,83,18.54,broken clouds
670,Kars,40.602,43.095,45.46,64,100,7.18,overcast clouds
671,Poum,-20.2333,164.0167,78.22,65,63,22.1,broken clouds
672,Acarau,-2.8856,-40.12,76.48,90,100,12.91,light rain
673,Greenwood,34.1668,-82.1165,60.96,65,100,8.05,overcast clouds
674,Amahai,-3.3333,128.9167,83.98,80,87,8.28,light rain
675,Fairbanks,64.8378,-147.7164,44.94,84,100,5.75,light rain
676,Halifax,44.6453,-63.5724,33.8,78,100,5.75,overcast clouds
